Name,Type1,Type2
raticate_40,Normal,
raticate_41,Normal,
geodude_1,Rock,Ground
geodude_2,Rock,Ground
geodude_3,Rock,Ground
geodude_4,Rock,Ground
geodude_5,Rock,Ground
geodude_6,Rock,Ground
geodude_7,Rock,Ground
geodude_8,Rock,Ground
geodude_9,Rock,Ground
geodude_10,Rock,Ground
geodude_11,Rock,Ground
geodude_12,Rock,Ground
geodude_13,Rock,Ground
geodude_14,Rock,Ground
geodude_15,Rock,Ground
geodude_16,Rock,Ground
geodude_17,Rock,Ground
geodude_18,Rock,Ground
geodude_19,Rock,Ground
geodude_20,Rock,Ground
geodude_21,Rock,Ground
geodude_22,Rock,Ground
geodude_23,Rock,Ground
geodude_24,Rock,Ground
geodude_25,Rock,Ground
geodude_26,Rock,Ground
geodude_27,Rock,Ground
geodude_28,Rock,Ground
geodude_29,Rock,Ground
geodude_30,Rock,Ground
geodude_31,Rock,Ground
geodude_32,Rock,Ground
geodude_33,Rock,Ground
geodude_34,Rock,Ground
geodude_35,Rock,Ground
tentacool_1,Water,Poison
tentacool_2,Water,Poison
tentacool_3,Water,Poison
tentacool_4,Water,Poison
tentacool_5,Water,Poison
tentacool_6,Water,Poison
tentacool_7,Water,Poison
tentacool_8,Water,Poison
tentacool_9,Water,Poison
tentacool_10,Water,Poison
tentacool_11,Water,Poison
tentacool_12,Water,Poison
tentacool_13,Water,Poison
tentacool_14,Water,Poison
tentacool_15,Water,Poison
tentacool_16,Water,Poison
tentacool_17,Water,Poison
tentacool_18,Water,Poison
tentacool_19,Water,Poison
tentacool_20,Water,Poison
tentacool_21,Water,Poison
tentacool_22,Water,Poison
tentacool_23,Water,Poison
tentacool_24,Water,Poison
tentacool_25,Water,Poison
tentacool_26,Water,Poison
tentacool_27,Water,Poison
tentacool_28,Water,Poison
tentacool_29,Water,Poison
tentacool_30,Water,Poison
tentacool_31,Water,Poison
tentacool_32,Water,Poison
tentacool_33,Water,Poison
tentacool_34,Water,Poison
tentacool_35,Water,Poison
tentacool_36,Water,Poison
tentacool_37,Water,Poison
tentacool_38,Water,Poison
tentacool_39,Water,Poison
tentacool_40,Water,Poison
tentacool_41,Water,Poison
tentacool_42,Water,Poison
tentacool_43,Water,Poison
tentacool_44,Water,Poison
tentacool_45,Water,Poison
horsea_1,Water,
horsea_2,Water,
horsea_3,Water,
horsea_4,Water,
horsea_5,Water,
horsea_6,Water,
horsea_7,Water,
horsea_8,Water,
horsea_9,Water,
horsea_10,Water,
horsea_11,Water,
horsea_12,Water,
horsea_13,Water,
horsea_14,Water,
horsea_15,Water,
horsea_16,Water,
horsea_17,Water,
horsea_18,Water,
horsea_19,Water,
horsea_20,Water,
horsea_21,Water,
horsea_22,Water,
horsea_23,Water,
horsea_24,Water,
horsea_25,Water,
horsea_26,Water,
horsea_27,Water,
horsea_28,Water,
horsea_29,Water,
horsea_30,Water,
horsea_31,Water,
horsea_32,Water,
horsea_33,Water,
horsea_34,Water,
horsea_35,Water,
horsea_36,Water,
horsea_37,Water,
horsea_38,Water,
horsea_39,Water,
horsea_40,Water,
horsea_41,Water,
horsea_42,Water,
horsea_43,Water,
horsea_44,Water,
horsea_45,Water,
horsea_46,Water,
horsea_47,Water,
horsea_48,Water,
horsea_49,Water,
horsea_50,Water,
horsea_51,Water,
horsea_52,Water,
horsea_53,Water,
horsea_54,Water,
oddish_1,Grass,Poison
oddish_2,Grass,Poison
oddish_3,Grass,Poison
oddish_4,Grass,Poison
oddish_5,Grass,Poison
oddish_6,Grass,Poison
oddish_7,Grass,Poison
oddish_8,Grass,Poison
oddish_9,Grass,Poison
oddish_10,Grass,Poison
oddish_11,Grass,Poison
oddish_12,Grass,Poison
oddish_13,Grass,Poison
oddish_14,Grass,Poison
oddish_15,Grass,Poison
oddish_16,Grass,Poison
oddish_17,Grass,Poison
oddish_18,Grass,Poison
oddish_19,Grass,Poison
oddish_20,Grass,Poison
oddish_21,Grass,Poison
oddish_22,Grass,Poison
oddish_23,Grass,Poison
oddish_24,Grass,Poison
oddish_25,Grass,Poison
oddish_26,Grass,Poison
oddish_27,Grass,Poison
oddish_28,Grass,Poison
oddish_29,Grass,Poison
oddish_30,Grass,Poison
oddish_31,Grass,Poison
oddish_32,Grass,Poison
oddish_33,Grass,Poison
oddish_34,Grass,Poison
oddish_35,Grass,Poison
oddish_36,Grass,Poison
oddish_37,Grass,Poison
oddish_38,Grass,Poison
oddish_39,Grass,Poison
oddish_40,Grass,Poison
oddish_41,Grass,Poison
oddish_42,Grass,Poison
oddish_43,Grass,Poison
oddish_44,Grass,Poison
oddish_45,Grass,Poison
oddish_46,Grass,Poison
oddish_47,Grass,Poison
oddish_48,Grass,Poison
oddish_49,Grass,Poison
oddish_50,Grass,Poison
oddish_51,Grass,Poison
machoke_1,Fighting,
machoke_2,Fighting,
machoke_3,Fighting,
machoke_4,Fighting,
machoke_5,Fighting,
machoke_6,Fighting,
machoke_7,Fighting,
machoke_8,Fighting,
machoke_9,Fighting,
machoke_10,Fighting,
machoke_11,Fighting,
machoke_12,Fighting,
machoke_13,Fighting,
machoke_14,Fighting,
machoke_15,Fighting,
machoke_16,Fighting,
machoke_17,Fighting,
machoke_18,Fighting,
machoke_19,Fighting,
machoke_20,Fighting,
machoke_21,Fighting,
machoke_22,Fighting,
machoke_23,Fighting,
machoke_24,Fighting,
machoke_25,Fighting,
machoke_26,Fighting,
machoke_27,Fighting,
machoke_28,Fighting,
machoke_29,Fighting,
machoke_30,Fighting,
machoke_31,Fighting,
machoke_32,Fighting,
machoke_33,Fighting,
machoke_34,Fighting,
machoke_35,Fighting,
machoke_36,Fighting,
machoke_37,Fighting,
machoke_38,Fighting,
machoke_39,Fighting,
machoke_40,Fighting,
machoke_41,Fighting,
machoke_42,Fighting,
lapras_1,Water,Ice
lapras_2,Water,Ice
lapras_3,Water,Ice
lapras_4,Water,Ice
lapras_5,Water,Ice
lapras_6,Water,Ice
lapras_7,Water,Ice
lapras_8,Water,Ice
lapras_9,Water,Ice
lapras_10,Water,Ice
lapras_11,Water,Ice
lapras_12,Water,Ice
lapras_13,Water,Ice
lapras_14,Water,Ice
lapras_15,Water,Ice
lapras_16,Water,Ice
lapras_17,Water,Ice
lapras_18,Water,Ice
lapras_19,Water,Ice
lapras_20,Water,Ice
lapras_21,Water,Ice
lapras_22,Water,Ice
lapras_23,Water,Ice
lapras_24,Water,Ice
lapras_25,Water,Ice
lapras_26,Water,Ice
lapras_27,Water,Ice
lapras_28,Water,Ice
lapras_29,Water,Ice
lapras_30,Water,Ice
lapras_31,Water,Ice
lapras_32,Water,Ice
lapras_33,Water,Ice
lapras_34,Water,Ice
lapras_35,Water,Ice
lapras_36,Water,Ice
lapras_37,Water,Ice
lapras_38,Water,Ice
lapras_39,Water,Ice
lapras_40,Water,Ice
lapras_41,Water,Ice
lapras_42,Water,Ice
lapras_43,Water,Ice
lapras_44,Water,Ice
lapras_45,Water,Ice
lapras_46,Water,Ice
lapras_47,Water,Ice
lapras_48,Water,Ice
lapras_49,Water,Ice
lapras_50,Water,Ice
lapras_51,Water,Ice
lapras_52,Water,Ice
lapras_53,Water,Ice
poliwrath_1,Water,Fighting
poliwrath_2,Water,Fighting
poliwrath_3,Water,Fighting
poliwrath_4,Water,Fighting
poliwrath_5,Water,Fighting
poliwrath_6,Water,Fighting
poliwrath_7,Water,Fighting
poliwrath_8,Water,Fighting
poliwrath_9,Water,Fighting
poliwrath_10,Water,Fighting
poliwrath_11,Water,Fighting
poliwrath_12,Water,Fighting
poliwrath_13,Water,Fighting
poliwrath_14,Water,Fighting
poliwrath_15,Water,Fighting
poliwrath_16,Water,Fighting
poliwrath_17,Water,Fighting
poliwrath_18,Water,Fighting
poliwrath_19,Water,Fighting
poliwrath_20,Water,Fighting
poliwrath_21,Water,Fighting
poliwrath_22,Water,Fighting
poliwrath_23,Water,Fighting
poliwrath_24,Water,Fighting
poliwrath_25,Water,Fighting
poliwrath_26,Water,Fighting
poliwrath_27,Water,Fighting
poliwrath_28,Water,Fighting
poliwrath_29,Water,Fighting
poliwrath_30,Water,Fighting
poliwrath_31,Water,Fighting
omastar_1,Rock,Water
omastar_2,Rock,Water
omastar_3,Rock,Water
omastar_4,Rock,Water
omastar_5,Rock,Water
omastar_6,Rock,Water
omastar_7,Rock,Water
omastar_8,Rock,Water
omastar_9,Rock,Water
omastar_10,Rock,Water
omastar_11,Rock,Water
omastar_12,Rock,Water
omastar_13,Rock,Water
omastar_14,Rock,Water
omastar_15,Rock,Water
omastar_16,Rock,Water
omastar_17,Rock,Water
omastar_18,Rock,Water
omastar_19,Rock,Water
omastar_20,Rock,Water
omastar_21,Rock,Water
omastar_22,Rock,Water
omastar_23,Rock,Water
omastar_24,Rock,Water
omastar_25,Rock,Water
omastar_26,Rock,Water
omastar_27,Rock,Water
omastar_28,Rock,Water
omastar_29,Rock,Water
omastar_30,Rock,Water
omastar_31,Rock,Water
omastar_32,Rock,Water
omastar_33,Rock,Water
omastar_34,Rock,Water
omastar_35,Rock,Water
omastar_36,Rock,Water
omastar_37,Rock,Water
omastar_38,Rock,Water
omastar_39,Rock,Water
omastar_40,Rock,Water
omastar_41,Rock,Water
omastar_42,Rock,Water
omastar_43,Rock,Water
omastar_44,Rock,Water
slowpoke_1,Water,Psychic
slowpoke_2,Water,Psychic
slowpoke_3,Water,Psychic
slowpoke_4,Water,Psychic
slowpoke_5,Water,Psychic
slowpoke_6,Water,Psychic
slowpoke_7,Water,Psychic
slowpoke_8,Water,Psychic
slowpoke_9,Water,Psychic
slowpoke_10,Water,Psychic
slowpoke_11,Water,Psychic
slowpoke_12,Water,Psychic
slowpoke_13,Water,Psychic
slowpoke_14,Water,Psychic
slowpoke_15,Water,Psychic
slowpoke_16,Water,Psychic
slowpoke_17,Water,Psychic
slowpoke_18,Water,Psychic
slowpoke_19,Water,Psychic
slowpoke_20,Water,Psychic
slowpoke_21,Water,Psychic
slowpoke_22,Water,Psychic
slowpoke_23,Water,Psychic
slowpoke_24,Water,Psychic
slowpoke_25,Water,Psychic
slowpoke_26,Water,Psychic
slowpoke_27,Water,Psychic
slowpoke_28,Water,Psychic
slowpoke_29,Water,Psychic
slowpoke_30,Water,Psychic
slowpoke_31,Water,Psychic
slowpoke_32,Water,Psychic
slowpoke_33,Water,Psychic
slowpoke_34,Water,Psychic
slowpoke_35,Water,Psychic
slowpoke_36,Water,Psychic
slowpoke_37,Water,Psychic
slowpoke_38,Water,Psychic
slowpoke_39,Water,Psychic
slowpoke_40,Water,Psychic
slowpoke_41,Water,Psychic
bulbasaur_1,Grass,Poison
bulbasaur_2,Grass,Poison
bulbasaur_3,Grass,Poison
bulbasaur_4,Grass,Poison
bulbasaur_5,Grass,Poison
bulbasaur_6,Grass,Poison
bulbasaur_7,Grass,Poison
bulbasaur_8,Grass,Poison
bulbasaur_9,Grass,Poison
bulbasaur_10,Grass,Poison
bulbasaur_11,Grass,Poison
bulbasaur_12,Grass,Poison
bulbasaur_13,Grass,Poison
bulbasaur_14,Grass,Poison
bulbasaur_15,Grass,Poison
bulbasaur_16,Grass,Poison
bulbasaur_17,Grass,Poison
bulbasaur_18,Grass,Poison
bulbasaur_19,Grass,Poison
bulbasaur_20,Grass,Poison
bulbasaur_21,Grass,Poison
bulbasaur_22,Grass,Poison
bulbasaur_23,Grass,Poison
bulbasaur_24,Grass,Poison
bulbasaur_25,Grass,Poison
bulbasaur_26,Grass,Poison
bulbasaur_27,Grass,Poison
bulbasaur_28,Grass,Poison
bulbasaur_29,Grass,Poison
bulbasaur_30,Grass,Poison
bulbasaur_31,Grass,Poison
bulbasaur_32,Grass,Poison
bulbasaur_33,Grass,Poison
bulbasaur_34,Grass,Poison
bulbasaur_35,Grass,Poison
bulbasaur_36,Grass,Poison
bulbasaur_37,Grass,Poison
bulbasaur_38,Grass,Poison
bulbasaur_39,Grass,Poison
bulbasaur_40,Grass,Poison
bulbasaur_41,Grass,Poison
growlithe_1,Fire,
growlithe_2,Fire,
growlithe_3,Fire,
growlithe_4,Fire,
growlithe_5,Fire,
growlithe_6,Fire,
growlithe_7,Fire,
growlithe_8,Fire,
growlithe_9,Fire,
growlithe_10,Fire,
growlithe_11,Fire,
growlithe_12,Fire,
growlithe_13,Fire,
growlithe_14,Fire,
growlithe_15,Fire,
growlithe_16,Fire,
growlithe_17,Fire,
growlithe_18,Fire,
growlithe_19,Fire,
growlithe_20,Fire,
growlithe_21,Fire,
growlithe_22,Fire,
growlithe_23,Fire,
growlithe_24,Fire,
growlithe_25,Fire,
growlithe_26,Fire,
growlithe_27,Fire,
growlithe_28,Fire,
growlithe_29,Fire,
growlithe_30,Fire,
growlithe_31,Fire,
growlithe_32,Fire,
growlithe_33,Fire,
growlithe_34,Fire,
growlithe_35,Fire,
growlithe_36,Fire,
growlithe_37,Fire,
growlithe_38,Fire,
growlithe_39,Fire,
growlithe_40,Fire,
growlithe_41,Fire,
growlithe_42,Fire,
growlithe_43,Fire,
growlithe_44,Fire,
ponyta_1,Fire,
ponyta_2,Fire,
ponyta_3,Fire,
ponyta_4,Fire,
ponyta_5,Fire,
ponyta_6,Fire,
ponyta_7,Fire,
ponyta_8,Fire,
ponyta_9,Fire,
ponyta_10,Fire,
ponyta_11,Fire,
ponyta_12,Fire,
ponyta_13,Fire,
ponyta_14,Fire,
ponyta_15,Fire,
ponyta_16,Fire,
ponyta_17,Fire,
ponyta_18,Fire,
ponyta_19,Fire,
ponyta_20,Fire,
ponyta_21,Fire,
ponyta_22,Fire,
ponyta_23,Fire,
ponyta_24,Fire,
ponyta_25,Fire,
ponyta_26,Fire,
ponyta_27,Fire,
ponyta_28,Fire,
ponyta_29,Fire,
ponyta_30,Fire,
ponyta_31,Fire,
ponyta_32,Fire,
ponyta_33,Fire,
ponyta_34,Fire,
ponyta_35,Fire,
ponyta_36,Fire,
ponyta_37,Fire,
ponyta_38,Fire,
ponyta_39,Fire,
ponyta_40,Fire,
ponyta_41,Fire,
ponyta_42,Fire,
ponyta_43,Fire,
ponyta_44,Fire,
ponyta_45,Fire,
parasect_1,Bug,Grass
parasect_2,Bug,Grass
parasect_3,Bug,Grass
parasect_4,Bug,Grass
parasect_5,Bug,Grass
parasect_6,Bug,Grass
parasect_7,Bug,Grass
parasect_8,Bug,Grass
parasect_9,Bug,Grass
parasect_10,Bug,Grass
parasect_11,Bug,Grass
parasect_12,Bug,Grass
parasect_13,Bug,Grass
parasect_14,Bug,Grass
parasect_15,Bug,Grass
parasect_16,Bug,Grass
parasect_17,Bug,Grass
parasect_18,Bug,Grass
parasect_19,Bug,Grass
parasect_20,Bug,Grass
parasect_21,Bug,Grass
parasect_22,Bug,Grass
parasect_23,Bug,Grass
parasect_24,Bug,Grass
parasect_25,Bug,Grass
parasect_26,Bug,Grass
parasect_27,Bug,Grass
parasect_28,Bug,Grass
parasect_29,Bug,Grass
parasect_30,Bug,Grass
parasect_31,Bug,Grass
parasect_32,Bug,Grass
parasect_33,Bug,Grass
parasect_34,Bug,Grass
parasect_35,Bug,Grass
parasect_36,Bug,Grass
parasect_37,Bug,Grass
parasect_38,Bug,Grass
parasect_39,Bug,Grass
parasect_40,Bug,Grass
parasect_41,Bug,Grass
parasect_42,Bug,Grass
parasect_43,Bug,Grass
dodrio_1,Normal,Flying
dodrio_2,Normal,Flying
dodrio_3,Normal,Flying
dodrio_4,Normal,Flying
dodrio_5,Normal,Flying
dodrio_6,Normal,Flying
dodrio_7,Normal,Flying
dodrio_8,Normal,Flying
dodrio_9,Normal,Flying
dodrio_10,Normal,Flying
dodrio_11,Normal,Flying
dodrio_12,Normal,Flying
dodrio_13,Normal,Flying
dodrio_14,Normal,Flying
dodrio_15,Normal,Flying
dodrio_16,Normal,Flying
dodrio_17,Normal,Flying
dodrio_18,Normal,Flying
dodrio_19,Normal,Flying
dodrio_20,Normal,Flying
dodrio_21,Normal,Flying
dodrio_22,Normal,Flying
dodrio_23,Normal,Flying
dodrio_24,Normal,Flying
dodrio_25,Normal,Flying
dodrio_26,Normal,Flying
dodrio_27,Normal,Flying
dodrio_28,Normal,Flying
dodrio_29,Normal,Flying
dodrio_30,Normal,Flying
dodrio_31,Normal,Flying
dodrio_32,Normal,Flying
dodrio_33,Normal,Flying
dodrio_34,Normal,Flying
dodrio_35,Normal,Flying
dodrio_36,Normal,Flying
dodrio_37,Normal,Flying
dodrio_38,Normal,Flying
dodrio_39,Normal,Flying
meowth_1,Normal,
meowth_2,Normal,
meowth_3,Normal,
meowth_4,Normal,
meowth_5,Normal,
meowth_6,Normal,
meowth_7,Normal,
meowth_8,Normal,
meowth_9,Normal,
meowth_10,Normal,
meowth_11,Normal,
meowth_12,Normal,
meowth_13,Normal,
meowth_14,Normal,
meowth_15,Normal,
meowth_16,Normal,
meowth_17,Normal,
meowth_18,Normal,
meowth_19,Normal,
meowth_20,Normal,
meowth_21,Normal,
meowth_22,Normal,
meowth_23,Normal,
meowth_24,Normal,
meowth_25,Normal,
meowth_26,Normal,
exeggutor_1,Grass,Psychic
exeggutor_2,Grass,Psychic
exeggutor_3,Grass,Psychic
exeggutor_4,Grass,Psychic
exeggutor_5,Grass,Psychic
exeggutor_6,Grass,Psychic
exeggutor_7,Grass,Psychic
exeggutor_8,Grass,Psychic
exeggutor_9,Grass,Psychic
exeggutor_10,Grass,Psychic
exeggutor_11,Grass,Psychic
exeggutor_12,Grass,Psychic
exeggutor_13,Grass,Psychic
exeggutor_14,Grass,Psychic
exeggutor_15,Grass,Psychic
exeggutor_16,Grass,Psychic
exeggutor_17,Grass,Psychic
exeggutor_18,Grass,Psychic
exeggutor_19,Grass,Psychic
exeggutor_20,Grass,Psychic
exeggutor_21,Grass,Psychic
exeggutor_22,Grass,Psychic
exeggutor_23,Grass,Psychic
exeggutor_24,Grass,Psychic
exeggutor_25,Grass,Psychic
exeggutor_26,Grass,Psychic
exeggutor_27,Grass,Psychic
exeggutor_28,Grass,Psychic
exeggutor_29,Grass,Psychic
exeggutor_30,Grass,Psychic
exeggutor_31,Grass,Psychic
exeggutor_32,Grass,Psychic
exeggutor_33,Grass,Psychic
exeggutor_34,Grass,Psychic
exeggutor_35,Grass,Psychic
exeggutor_36,Grass,Psychic
exeggutor_37,Grass,Psychic
exeggutor_38,Grass,Psychic
exeggutor_39,Grass,Psychic
exeggutor_40,Grass,Psychic
exeggutor_41,Grass,Psychic
exeggutor_42,Grass,Psychic
exeggutor_43,Grass,Psychic
exeggutor_44,Grass,Psychic
exeggutor_45,Grass,Psychic
exeggutor_46,Grass,Psychic
exeggutor_47,Grass,Psychic
exeggutor_48,Grass,Psychic
exeggutor_49,Grass,Psychic
exeggutor_50,Grass,Psychic
exeggutor_51,Grass,Psychic
exeggutor_52,Grass,Psychic
persian_1,Normal,
persian_2,Normal,
persian_3,Normal,
persian_4,Normal,
persian_5,Normal,
persian_6,Normal,
persian_7,Normal,
persian_8,Normal,
persian_9,Normal,
persian_10,Normal,
persian_11,Normal,
persian_12,Normal,
persian_13,Normal,
persian_14,Normal,
persian_15,Normal,
persian_16,Normal,
persian_17,Normal,
persian_18,Normal,
persian_19,Normal,
persian_20,Normal,
persian_21,Normal,
persian_22,Normal,
persian_23,Normal,
persian_24,Normal,
persian_25,Normal,
persian_26,Normal,
persian_27,Normal,
persian_28,Normal,
persian_29,Normal,
persian_30,Normal,
persian_31,Normal,
persian_32,Normal,
persian_33,Normal,
persian_34,Normal,
persian_35,Normal,
persian_36,Normal,
persian_37,Normal,
psyduck_1,Water,
psyduck_2,Water,
psyduck_3,Water,
psyduck_4,Water,
psyduck_5,Water,
psyduck_6,Water,
psyduck_7,Water,
psyduck_8,Water,
psyduck_9,Water,
psyduck_10,Water,
psyduck_11,Water,
psyduck_12,Water,
psyduck_13,Water,
psyduck_14,Water,
psyduck_15,Water,
psyduck_16,Water,
psyduck_17,Water,
psyduck_18,Water,
psyduck_19,Water,
psyduck_20,Water,
psyduck_21,Water,
psyduck_22,Water,
psyduck_23,Water,
psyduck_24,Water,
psyduck_25,Water,
psyduck_26,Water,
psyduck_27,Water,
psyduck_28,Water,
psyduck_29,Water,
psyduck_30,Water,
psyduck_31,Water,
psyduck_32,Water,
psyduck_33,Water,
psyduck_34,Water,
psyduck_35,Water,
psyduck_36,Water,
psyduck_37,Water,
psyduck_38,Water,
psyduck_39,Water,
psyduck_40,Water,
tauros_1,Normal,
tauros_2,Normal,
tauros_3,Normal,
tauros_4,Normal,
tauros_5,Normal,
tauros_6,Normal,
tauros_7,Normal,
tauros_8,Normal,
tauros_9,Normal,
tauros_10,Normal,
tauros_11,Normal,
tauros_12,Normal,
tauros_13,Normal,
tauros_14,Normal,
tauros_15,Normal,
tauros_16,Normal,
tauros_17,Normal,
tauros_18,Normal,
tauros_19,Normal,
tauros_20,Normal,
tauros_21,Normal,
tauros_22,Normal,
tauros_23,Normal,
tauros_24,Normal,
tauros_25,Normal,
tauros_26,Normal,
tauros_27,Normal,
tauros_28,Normal,
tauros_29,Normal,
tauros_30,Normal,
tauros_31,Normal,
tauros_32,Normal,
tauros_33,Normal,
tauros_34,Normal,
tauros_35,Normal,
tauros_36,Normal,
tauros_37,Normal,
tauros_38,Normal,
tauros_39,Normal,
tauros_40,Normal,
tauros_41,Normal,
tauros_42,Normal,
tauros_43,Normal,
tauros_44,Normal,
tauros_45,Normal,
tauros_46,Normal,
tauros_47,Normal,
tauros_48,Normal,
tauros_49,Normal,
tauros_50,Normal,
tauros_51,Normal,
tauros_52,Normal,
tauros_53,Normal,
tauros_54,Normal,
pidgey_1,Normal,Flying
pidgey_2,Normal,Flying
pidgey_3,Normal,Flying
pidgey_4,Normal,Flying
pidgey_5,Normal,Flying
pidgey_6,Normal,Flying
pidgey_7,Normal,Flying
pidgey_8,Normal,Flying
pidgey_9,Normal,Flying
pidgey_10,Normal,Flying
pidgey_11,Normal,Flying
pidgey_12,Normal,Flying
pidgey_13,Normal,Flying
pidgey_14,Normal,Flying
pidgey_15,Normal,Flying
pidgey_16,Normal,Flying
pidgey_17,Normal,Flying
pidgey_18,Normal,Flying
pidgey_19,Normal,Flying
pidgey_20,Normal,Flying
pidgey_21,Normal,Flying
pidgey_22,Normal,Flying
pidgey_23,Normal,Flying
pidgey_24,Normal,Flying
pidgey_25,Normal,Flying
pidgey_26,Normal,Flying
pidgey_27,Normal,Flying
pidgey_28,Normal,Flying
pidgey_29,Normal,Flying
pidgey_30,Normal,Flying
pidgey_31,Normal,Flying
pidgey_32,Normal,Flying
pidgey_33,Normal,Flying
pidgey_34,Normal,Flying
pidgey_35,Normal,Flying
pidgey_36,Normal,Flying
pidgey_37,Normal,Flying
pidgey_38,Normal,Flying
pidgey_39,Normal,Flying
pidgey_40,Normal,Flying
pidgey_41,Normal,Flying
pidgey_42,Normal,Flying
pidgey_43,Normal,Flying
pidgey_44,Normal,Flying
pidgey_45,Normal,Flying
pidgey_46,Normal,Flying
pidgey_47,Normal,Flying
pidgey_48,Normal,Flying
electabuzz_1,Electric,
electabuzz_2,Electric,
electabuzz_3,Electric,
electabuzz_4,Electric,
electabuzz_5,Electric,
electabuzz_6,Electric,
electabuzz_7,Electric,
electabuzz_8,Electric,
electabuzz_9,Electric,
electabuzz_10,Electric,
electabuzz_11,Electric,
electabuzz_12,Electric,
electabuzz_13,Electric,
electabuzz_14,Electric,
electabuzz_15,Electric,
electabuzz_16,Electric,
electabuzz_17,Electric,
electabuzz_18,Electric,
electabuzz_19,Electric,
electabuzz_20,Electric,
electabuzz_21,Electric,
electabuzz_22,Electric,
electabuzz_23,Electric,
electabuzz_24,Electric,
electabuzz_25,Electric,
electabuzz_26,Electric,
electabuzz_27,Electric,
electabuzz_28,Electric,
electabuzz_29,Electric,
electabuzz_30,Electric,
electabuzz_31,Electric,
electabuzz_32,Electric,
electabuzz_33,Electric,
electabuzz_34,Electric,
electabuzz_35,Electric,
electabuzz_36,Electric,
electabuzz_37,Electric,
electabuzz_38,Electric,
electabuzz_39,Electric,
electabuzz_40,Electric,
electabuzz_41,Electric,
dewgong_1,Water,Ice
dewgong_2,Water,Ice
dewgong_3,Water,Ice
dewgong_4,Water,Ice
dewgong_5,Water,Ice
dewgong_6,Water,Ice
dewgong_7,Water,Ice
dewgong_8,Water,Ice
dewgong_9,Water,Ice
dewgong_10,Water,Ice
dewgong_11,Water,Ice
dewgong_12,Water,Ice
dewgong_13,Water,Ice
dewgong_14,Water,Ice
dewgong_15,Water,Ice
dewgong_16,Water,Ice
dewgong_17,Water,Ice
dewgong_18,Water,Ice
dewgong_19,Water,Ice
dewgong_20,Water,Ice
dewgong_21,Water,Ice
dewgong_22,Water,Ice
dewgong_23,Water,Ice
dewgong_24,Water,Ice
dewgong_25,Water,Ice
dewgong_26,Water,Ice
dewgong_27,Water,Ice
dewgong_28,Water,Ice
dewgong_29,Water,Ice
dewgong_30,Water,Ice
dewgong_31,Water,Ice
dewgong_32,Water,Ice
dewgong_33,Water,Ice
dewgong_34,Water,Ice
dewgong_35,Water,Ice
dewgong_36,Water,Ice
dewgong_37,Water,Ice
dewgong_38,Water,Ice
dewgong_39,Water,Ice
dewgong_40,Water,Ice
dewgong_41,Water,Ice
dewgong_42,Water,Ice
dewgong_43,Water,Ice
dewgong_44,Water,Ice
wartortle_1,Water,
wartortle_2,Water,
wartortle_3,Water,
wartortle_4,Water,
wartortle_5,Water,
wartortle_6,Water,
wartortle_7,Water,
wartortle_8,Water,
wartortle_9,Water,
wartortle_10,Water,
wartortle_11,Water,
wartortle_12,Water,
wartortle_13,Water,
wartortle_14,Water,
wartortle_15,Water,
wartortle_16,Water,
wartortle_17,Water,
wartortle_18,Water,
wartortle_19,Water,
wartortle_20,Water,
wartortle_21,Water,
wartortle_22,Water,
wartortle_23,Water,
wartortle_24,Water,
wartortle_25,Water,
wartortle_26,Water,
wartortle_27,Water,
wartortle_28,Water,
wartortle_29,Water,
wartortle_30,Water,
wartortle_31,Water,
wartortle_32,Water,
wartortle_33,Water,
wartortle_34,Water,
wartortle_35,Water,
wartortle_36,Water,
wartortle_37,Water,
wartortle_38,Water,
wartortle_39,Water,
wartortle_40,Water,
wartortle_41,Water,
wartortle_42,Water,
wartortle_43,Water,
wartortle_44,Water,
wartortle_45,Water,
wartortle_46,Water,
wartortle_47,Water,
wartortle_48,Water,
nidoking_1,Poison,Ground
nidoking_2,Poison,Ground
nidoking_3,Poison,Ground
nidoking_4,Poison,Ground
nidoking_5,Poison,Ground
nidoking_6,Poison,Ground
nidoking_7,Poison,Ground
nidoking_8,Poison,Ground
nidoking_9,Poison,Ground
nidoking_10,Poison,Ground
nidoking_11,Poison,Ground
nidoking_12,Poison,Ground
nidoking_13,Poison,Ground
nidoking_14,Poison,Ground
nidoking_15,Poison,Ground
nidoking_16,Poison,Ground
nidoking_17,Poison,Ground
nidoking_18,Poison,Ground
nidoking_19,Poison,Ground
nidoking_20,Poison,Ground
nidoking_21,Poison,Ground
nidoking_22,Poison,Ground
nidoking_23,Poison,Ground
nidoking_24,Poison,Ground
nidoking_25,Poison,Ground
nidoking_26,Poison,Ground
nidoking_27,Poison,Ground
nidoking_28,Poison,Ground
nidoking_29,Poison,Ground
nidoking_30,Poison,Ground
nidoking_31,Poison,Ground
nidoking_32,Poison,Ground
nidoking_33,Poison,Ground
nidoking_34,Poison,Ground
nidoking_35,Poison,Ground
nidoking_36,Poison,Ground
nidoking_37,Poison,Ground
nidoking_38,Poison,Ground
nidoking_39,Poison,Ground
nidoking_40,Poison,Ground
nidoking_41,Poison,Ground
nidoking_42,Poison,Ground
nidoking_43,Poison,Ground
nidoking_44,Poison,Ground
nidoking_45,Poison,Ground
nidoking_46,Poison,Ground
nidoking_47,Poison,Ground
nidoking_48,Poison,Ground
nidoking_49,Poison,Ground
nidoking_50,Poison,Ground
